"CONTIG","MB.VERYSENSTIVE","MB.SENSITIVE","MB.SUPERSPECIFIC","CORRELATION_ABUNDANCIES","KMEANS_ABUNDANCIES_90"
"A_C_D_contig_26876",90,0,0,8,53
"A_C_D_contig_26877",0,0,0,1,51
"A_C_D_contig_26878",0,0,0,3,24
"A_C_D_contig_26879",0,0,0,8,53
"A_C_D_contig_2688",11,12,14,3,23
"A_C_D_contig_26880",0,0,0,4,74
"A_C_D_contig_26881",0,0,0,2,44
"A_C_D_contig_26882",0,0,0,5,8
"A_C_D_contig_26883",69,92,94,2,52
"A_C_D_contig_26884",63,68,75,5,13
"A_C_D_contig_26885",50,61,69,3,7
"A_C_D_contig_26886",0,0,0,5,46
"A_C_D_contig_26887",0,0,0,5,27
"A_C_D_contig_26888",0,0,0,2,9
"A_C_D_contig_26889",0,0,0,6,8
"A_C_D_contig_2689",46,45,57,8,36
"A_C_D_contig_26890",0,0,0,3,7
"A_C_D_contig_26891",0,0,0,2,9
"A_C_D_contig_26892",0,0,0,5,18
"A_C_D_contig_26893",0,0,0,3,23
"A_C_D_contig_26894",0,0,0,2,43
"A_C_D_contig_26895",98,107,118,8,22
"A_C_D_contig_26896",56,56,71,2,31
"A_C_D_contig_26897",0,112,130,5,4
"A_C_D_contig_26898",0,0,0,1,29
"A_C_D_contig_26899",0,0,0,2,44
"A_C_D_contig_269",0,0,0,8,70
"A_C_D_contig_2690",46,45,57,8,88
"A_C_D_contig_26900",0,0,0,3,24
"A_C_D_contig_26901",49,47,60,5,86
"A_C_D_contig_26902",0,0,0,3,7
"A_C_D_contig_26903",0,0,0,3,47
"A_C_D_contig_26904",103,103,120,4,9
"A_C_D_contig_26905",74,109,107,2,28
"A_C_D_contig_26906",88,92,94,2,52
"A_C_D_contig_26907",77,80,85,1,80
"A_C_D_contig_26908",0,0,0,6,3
"A_C_D_contig_26909",0,0,0,6,13
"A_C_D_contig_2691",0,0,0,2,28
"A_C_D_contig_26910",0,0,0,6,86
"A_C_D_contig_26911",0,0,0,2,31
"A_C_D_contig_26912",0,0,0,5,26
"A_C_D_contig_26913",0,0,0,2,70
"A_C_D_contig_26914",0,0,0,8,33
"A_C_D_contig_26915",0,0,0,3,15
"A_C_D_contig_26916",69,69,86,2,74
"A_C_D_contig_26917",0,0,0,8,36
"A_C_D_contig_26918",0,0,0,5,6
"A_C_D_contig_26919",0,0,0,8,36
"A_C_D_contig_2692",0,0,0,6,71
"A_C_D_contig_26920",0,0,0,3,53
"A_C_D_contig_26921",69,69,78,2,31
"A_C_D_contig_26922",0,0,0,3,72
"A_C_D_contig_26923",0,0,0,2,72
"A_C_D_contig_26924",0,0,0,6,42
"A_C_D_contig_26925",64,0,0,3,7
"A_C_D_contig_26926",24,25,36,6,3
"A_C_D_contig_26927",0,0,0,2,81
"A_C_D_contig_26928",0,0,0,3,76
"A_C_D_contig_26929",0,0,0,8,41
"A_C_D_contig_2693",0,0,0,5,1
"A_C_D_contig_26930",94,76,107,2,48
"A_C_D_contig_26931",104,110,126,3,48
"A_C_D_contig_26932",0,0,0,2,48
"A_C_D_contig_26933",20,21,28,6,40
"A_C_D_contig_26934",0,0,0,5,26
"A_C_D_contig_26935",0,0,0,5,63
"A_C_D_contig_26936",0,0,0,2,74
"A_C_D_contig_26937",0,0,0,6,90
"A_C_D_contig_26938",0,0,0,3,81
"A_C_D_contig_26939",0,0,0,6,8
"A_C_D_contig_2694",31,30,40,3,88
"A_C_D_contig_26940",0,0,0,5,27
"A_C_D_contig_26941",0,0,0,3,36
"A_C_D_contig_26942",0,0,0,6,61
"A_C_D_contig_26943",51,53,64,6,90
"A_C_D_contig_26944",56,56,0,2,20
"A_C_D_contig_26945",74,74,81,2,31
"A_C_D_contig_26946",0,0,0,6,19
"A_C_D_contig_26947",69,69,86,3,20
"A_C_D_contig_26948",79,83,97,5,42
"A_C_D_contig_26949",64,103,120,1,79
"A_C_D_contig_2695",52,49,50,6,71
"A_C_D_contig_26950",49,0,0,7,61
"A_C_D_contig_26951",0,0,0,3,5
"A_C_D_contig_26952",0,0,0,5,86
"A_C_D_contig_26953",0,0,0,3,25
"A_C_D_contig_26954",0,0,0,5,6
"A_C_D_contig_26955",0,0,0,6,90
"A_C_D_contig_26956",0,0,0,2,28
"A_C_D_contig_26957",52,49,50,6,71
"A_C_D_contig_26958",0,0,0,3,16
"A_C_D_contig_26959",0,0,0,3,28
"A_C_D_contig_2696",0,0,0,3,16
"A_C_D_contig_26960",0,0,0,2,5
"A_C_D_contig_26961",0,0,0,2,39
"A_C_D_contig_26962",103,103,120,6,68
"A_C_D_contig_26963",0,0,0,3,53
"A_C_D_contig_26964",0,0,0,6,13
"A_C_D_contig_26965",0,0,0,6,6
"A_C_D_contig_26966",79,83,97,5,27
"A_C_D_contig_26967",0,0,0,6,19
"A_C_D_contig_26968",0,0,0,5,42
"A_C_D_contig_26969",0,0,0,6,90
"A_C_D_contig_2697",76,0,64,3,32
"A_C_D_contig_26970",0,0,0,4,82
"A_C_D_contig_26971",0,0,0,2,9
"A_C_D_contig_26972",0,0,0,3,24
"A_C_D_contig_26973",0,0,0,3,32
"A_C_D_contig_26974",0,0,0,3,36
"A_C_D_contig_26975",0,0,0,3,35
"A_C_D_contig_26976",30,32,39,4,47
"A_C_D_contig_26977",0,0,0,4,78
"A_C_D_contig_26978",0,0,0,6,26
"A_C_D_contig_26979",0,0,0,3,34
"A_C_D_contig_2698",46,62,57,8,7
"A_C_D_contig_26980",0,0,0,2,17
"A_C_D_contig_26981",0,0,0,5,18
"A_C_D_contig_26982",91,98,113,2,59
"A_C_D_contig_26983",0,0,0,1,83
"A_C_D_contig_26984",0,0,0,1,79
"A_C_D_contig_26985",41,74,0,2,31
"A_C_D_contig_26986",74,99,95,2,34
"A_C_D_contig_26987",0,0,0,3,28
"A_C_D_contig_26988",0,0,0,2,52
"A_C_D_contig_26989",108,114,128,2,9
"A_C_D_contig_2699",0,0,0,1,74
"A_C_D_contig_26990",0,0,0,2,81
"A_C_D_contig_26991",77,80,92,1,80
"A_C_D_contig_26992",0,0,0,3,36
"A_C_D_contig_26993",108,103,0,2,48
"A_C_D_contig_26994",77,80,92,1,80
"A_C_D_contig_26995",0,0,0,2,58
"A_C_D_contig_26996",0,0,0,1,18
"A_C_D_contig_26997",0,0,0,8,7
"A_C_D_contig_26998",82,89,103,3,34
"A_C_D_contig_26999",0,0,0,2,52
"A_C_D_contig_27",6,6,8,6,14
"A_C_D_contig_270",45,69,51,3,58
"A_C_D_contig_2700",74,82,81,2,52
"A_C_D_contig_27000",0,0,0,6,19
"A_C_D_contig_27001",0,0,0,6,90
"A_C_D_contig_27002",0,0,0,2,9
"A_C_D_contig_27003",79,83,97,5,42
"A_C_D_contig_27004",52,49,50,6,71
"A_C_D_contig_27005",0,0,0,6,90
"A_C_D_contig_27006",0,0,0,6,90
"A_C_D_contig_27007",94,102,107,8,53
"A_C_D_contig_27008",0,0,0,3,33
"A_C_D_contig_27009",69,92,94,2,20
"A_C_D_contig_2701",39,38,46,5,3
"A_C_D_contig_27010",0,0,0,1,3
"A_C_D_contig_27011",0,0,0,1,38
"A_C_D_contig_27012",103,113,120,8,68
"A_C_D_contig_27013",0,0,0,5,89
"A_C_D_contig_27014",0,0,0,3,5
"A_C_D_contig_27015",38,0,0,3,50
"A_C_D_contig_27016",49,47,60,5,51
"A_C_D_contig_27017",0,0,0,3,35
"A_C_D_contig_27018",74,82,102,2,9
"A_C_D_contig_27019",0,0,0,2,43
"A_C_D_contig_2702",0,0,0,2,28
"A_C_D_contig_27020",19,19,22,3,85
"A_C_D_contig_27021",0,0,0,2,20
"A_C_D_contig_27022",0,0,0,6,71
"A_C_D_contig_27023",54,51,63,6,84
"A_C_D_contig_27024",0,0,0,4,79
"A_C_D_contig_27025",70,0,0,6,10
"A_C_D_contig_27026",0,0,0,6,71
"A_C_D_contig_27027",0,0,0,3,16
"A_C_D_contig_27028",0,0,0,4,74
"A_C_D_contig_27029",50,61,69,8,36
"A_C_D_contig_2703",50,41,49,3,35
"A_C_D_contig_27030",0,0,0,5,27
"A_C_D_contig_27031",74,0,0,4,79
"A_C_D_contig_27032",0,0,0,1,80
"A_C_D_contig_27033",63,0,75,2,58
"A_C_D_contig_27034",0,0,0,5,36
"A_C_D_contig_27035",0,0,0,5,4
"A_C_D_contig_27036",0,0,0,2,20
"A_C_D_contig_27037",0,0,0,7,54
"A_C_D_contig_27038",103,0,0,3,30
"A_C_D_contig_27039",0,0,0,5,63
"A_C_D_contig_2704",46,45,57,8,88
"A_C_D_contig_27040",69,69,70,2,82
"A_C_D_contig_27041",88,92,106,2,52
"A_C_D_contig_27042",0,0,0,5,6
"A_C_D_contig_27043",0,0,0,2,20
"A_C_D_contig_27044",0,0,0,2,41
"A_C_D_contig_27045",108,0,0,3,18
"A_C_D_contig_27046",0,0,0,6,71
"A_C_D_contig_27047",0,0,0,1,84
"A_C_D_contig_27048",0,0,0,2,17
"A_C_D_contig_27049",0,0,0,8,70
"A_C_D_contig_2705",0,0,0,3,76
"A_C_D_contig_27050",0,0,0,3,32
"A_C_D_contig_27051",0,0,0,5,4
"A_C_D_contig_27052",0,0,0,8,25
"A_C_D_contig_27053",0,0,0,6,71
"A_C_D_contig_27054",54,51,63,7,54
"A_C_D_contig_27055",0,0,0,4,74
"A_C_D_contig_27056",0,0,0,2,39
"A_C_D_contig_27057",101,92,0,2,48
"A_C_D_contig_27058",70,0,84,8,24
"A_C_D_contig_27059",0,0,0,1,80
"A_C_D_contig_2706",51,0,0,6,19
"A_C_D_contig_27060",0,0,0,3,81
"A_C_D_contig_27061",0,0,0,1,70
"A_C_D_contig_27062",0,0,0,3,22
"A_C_D_contig_27063",0,0,0,5,89
"A_C_D_contig_27064",0,0,0,5,63
"A_C_D_contig_27065",74,109,107,2,70
"A_C_D_contig_27066",62,55,79,2,31
"A_C_D_contig_27067",0,0,0,8,25
"A_C_D_contig_27068",56,56,71,2,20
"A_C_D_contig_27069",95,104,117,3,59
"A_C_D_contig_2707",54,51,63,6,54
"A_C_D_contig_27070",0,0,0,3,35
"A_C_D_contig_27071",0,0,0,6,71
"A_C_D_contig_27072",0,0,0,5,63
"A_C_D_contig_27073",78,81,96,4,74
"A_C_D_contig_27074",78,81,96,4,74
"A_C_D_contig_27075",0,0,0,3,53
"A_C_D_contig_27076",70,70,84,3,24
"A_C_D_contig_27077",0,0,0,6,3
"A_C_D_contig_27078",0,0,0,5,86
"A_C_D_contig_27079",74,0,0,3,30
"A_C_D_contig_2708",0,0,102,5,70
"A_C_D_contig_27080",61,65,76,3,15
"A_C_D_contig_27081",27,23,31,4,47
"A_C_D_contig_27082",61,65,76,3,15
"A_C_D_contig_27083",73,77,90,3,41
"A_C_D_contig_27084",0,0,0,6,68
"A_C_D_contig_27085",0,0,0,6,74
"A_C_D_contig_27086",46,62,57,8,7
"A_C_D_contig_27087",0,0,0,3,33
"A_C_D_contig_27088",74,109,107,5,68
"A_C_D_contig_27089",0,0,0,8,53
"A_C_D_contig_2709",54,51,63,6,54
"A_C_D_contig_27090",0,0,0,2,70
"A_C_D_contig_27091",0,0,0,4,74
"A_C_D_contig_27092",0,0,0,6,71
"A_C_D_contig_27093",0,0,0,2,58
"A_C_D_contig_27094",81,88,89,2,9
"A_C_D_contig_27095",0,0,0,2,52
"A_C_D_contig_27096",79,83,105,5,63
"A_C_D_contig_27097",0,0,0,5,8
"A_C_D_contig_27098",77,80,85,7,83
"A_C_D_contig_27099",98,107,118,3,53
"A_C_D_contig_271",6,6,8,6,14
"A_C_D_contig_2710",0,0,0,2,11
"A_C_D_contig_27100",0,0,0,3,59
"A_C_D_contig_27101",12,13,21,2,45
"A_C_D_contig_27102",69,69,86,2,82
"A_C_D_contig_27103",0,0,0,4,18
"A_C_D_contig_27104",0,0,0,8,36
"A_C_D_contig_27105",0,0,0,1,38
"A_C_D_contig_27106",0,0,0,2,76
"A_C_D_contig_27107",0,0,0,7,54
"A_C_D_contig_27108",0,0,0,3,24
"A_C_D_contig_27109",0,0,0,2,28
"A_C_D_contig_2711",0,0,0,2,28
"A_C_D_contig_27110",0,0,0,3,39
"A_C_D_contig_27111",0,0,0,5,68
"A_C_D_contig_27112",0,0,0,2,9
"A_C_D_contig_27113",0,0,0,2,70
"A_C_D_contig_27114",0,0,0,8,85
"A_C_D_contig_27115",42,0,0,1,3
"A_C_D_contig_27116",0,0,0,1,68
"A_C_D_contig_27117",0,0,0,2,9
"A_C_D_contig_27118",0,0,0,8,33
"A_C_D_contig_27119",0,0,0,5,26
"A_C_D_contig_2712",75,79,93,1,55
"A_C_D_contig_27120",79,83,97,5,8
"A_C_D_contig_27121",0,0,0,5,42
"A_C_D_contig_27122",0,0,0,3,25
"A_C_D_contig_27123",0,0,0,5,6
"A_C_D_contig_27124",0,0,0,3,70
"A_C_D_contig_27125",70,75,84,3,24
"A_C_D_contig_27126",0,0,0,5,63
"A_C_D_contig_27127",0,0,0,1,84
"A_C_D_contig_27128",0,0,0,5,70
"A_C_D_contig_27129",26,0,0,3,35
"A_C_D_contig_2713",10,8,13,6,65
"A_C_D_contig_27130",25,26,33,3,76
"A_C_D_contig_27131",46,45,57,8,36
"A_C_D_contig_27132",0,0,0,6,90
"A_C_D_contig_27133",0,0,0,2,39
"A_C_D_contig_27134",44,0,0,3,7
"A_C_D_contig_27135",0,0,0,6,86
"A_C_D_contig_27136",0,0,0,4,29
"A_C_D_contig_27137",87,95,118,3,33
"A_C_D_contig_27138",0,0,0,8,33
"A_C_D_contig_27139",0,0,0,5,42
"A_C_D_contig_2714",0,0,0,2,59
"A_C_D_contig_27140",70,75,84,8,33
"A_C_D_contig_27141",0,0,0,8,25
"A_C_D_contig_27142",0,0,0,5,8
"A_C_D_contig_27143",0,0,0,2,20
"A_C_D_contig_27144",0,0,0,5,63
"A_C_D_contig_27145",0,0,0,3,48
"A_C_D_contig_27146",44,0,0,6,86
"A_C_D_contig_27147",82,89,103,3,34
"A_C_D_contig_27148",0,0,0,5,89
"A_C_D_contig_27149",0,0,0,3,85
"A_C_D_contig_2715",0,0,0,1,62
"A_C_D_contig_27150",0,0,0,5,6
"A_C_D_contig_27151",0,0,0,6,71
"A_C_D_contig_27152",0,0,0,6,8
"A_C_D_contig_27153",0,0,0,3,22
"A_C_D_contig_27154",0,0,0,2,44
"A_C_D_contig_27155",0,0,0,8,53
"A_C_D_contig_27156",74,103,125,2,9
"A_C_D_contig_27157",37,36,44,5,1
"A_C_D_contig_27158",25,0,0,3,32
"A_C_D_contig_27159",50,41,49,3,36
"A_C_D_contig_2716",4,4,6,1,62
"A_C_D_contig_27160",0,0,0,8,72
"A_C_D_contig_27161",0,0,0,3,32
"A_C_D_contig_27162",0,0,0,3,44
"A_C_D_contig_27163",76,86,118,8,33
"A_C_D_contig_27164",53,52,65,1,55
"A_C_D_contig_27165",0,0,0,5,4
"A_C_D_contig_27166",0,0,0,8,33
"A_C_D_contig_27167",108,114,0,2,28
"A_C_D_contig_27168",0,0,0,5,89
"A_C_D_contig_27169",32,31,38,2,47
"A_C_D_contig_2717",13,16,18,3,45
"A_C_D_contig_27170",0,0,0,2,72
"A_C_D_contig_27171",74,0,107,4,79
"A_C_D_contig_27172",0,0,0,8,27
"A_C_D_contig_27173",0,0,0,3,76
"A_C_D_contig_27174",74,74,81,2,20
"A_C_D_contig_27175",0,0,0,3,88
"A_C_D_contig_27176",0,0,0,1,79
"A_C_D_contig_27177",50,61,67,3,36
"A_C_D_contig_27178",0,0,0,4,47
"A_C_D_contig_27179",0,0,0,3,72
"A_C_D_contig_2718",57,60,73,3,15
"A_C_D_contig_27180",0,0,0,2,44
"A_C_D_contig_27181",96,105,121,3,30
"A_C_D_contig_27182",0,0,0,5,86
"A_C_D_contig_27183",0,0,0,2,39
"A_C_D_contig_27184",0,0,0,8,39
"A_C_D_contig_27185",0,0,0,3,34
"A_C_D_contig_27186",0,0,0,6,8
"A_C_D_contig_27187",101,103,114,2,59
"A_C_D_contig_27188",0,0,0,5,13
"A_C_D_contig_27189",0,0,0,2,48
"A_C_D_contig_2719",18,20,23,3,50
"A_C_D_contig_27190",0,0,0,3,50
"A_C_D_contig_27191",56,56,56,2,58
"A_C_D_contig_27192",0,89,103,2,20
"A_C_D_contig_27193",40,39,87,2,58
"A_C_D_contig_27194",47,0,0,4,51
"A_C_D_contig_27195",0,0,0,4,82
"A_C_D_contig_27196",0,0,0,8,24
"A_C_D_contig_27197",0,0,0,6,10
"A_C_D_contig_27198",0,0,0,2,52
"A_C_D_contig_27199",0,0,0,8,18
"A_C_D_contig_272",4,4,5,1,62
"A_C_D_contig_2720",50,61,49,8,36
"A_C_D_contig_27200",58,59,70,3,82
"A_C_D_contig_27201",88,92,106,2,52
"A_C_D_contig_27202",79,83,105,5,63
"A_C_D_contig_27203",0,0,0,2,59
"A_C_D_contig_27204",0,0,0,5,1
"A_C_D_contig_27205",0,0,0,2,18
"A_C_D_contig_27206",0,0,0,5,6
"A_C_D_contig_27207",0,0,0,2,82
"A_C_D_contig_27208",0,0,0,5,27
"A_C_D_contig_27209",0,0,0,2,47
"A_C_D_contig_2721",37,36,44,5,46
"A_C_D_contig_27210",0,0,0,7,3
"A_C_D_contig_27211",62,55,79,2,31
"A_C_D_contig_27212",54,51,63,6,54
"A_C_D_contig_27213",0,0,0,3,32
"A_C_D_contig_27214",0,0,0,5,73
"A_C_D_contig_27215",0,0,0,3,88
"A_C_D_contig_27216",40,39,87,2,58
"A_C_D_contig_27217",28,37,47,6,40
"A_C_D_contig_27218",98,107,118,8,53
"A_C_D_contig_27219",0,0,0,1,84
"A_C_D_contig_2722",79,83,97,5,42
"A_C_D_contig_27220",63,68,75,5,89
"A_C_D_contig_27221",0,0,0,7,54
"A_C_D_contig_27222",90,97,119,2,9
"A_C_D_contig_27223",79,83,97,5,42
"A_C_D_contig_27224",0,0,0,3,5
"A_C_D_contig_27225",0,0,0,5,73
"A_C_D_contig_27226",74,78,87,3,20
"A_C_D_contig_27227",0,0,0,2,58
"A_C_D_contig_27228",0,0,0,3,50
"A_C_D_contig_27229",52,49,50,6,19
"A_C_D_contig_2723",35,35,43,2,39
"A_C_D_contig_27230",0,0,0,6,10
"A_C_D_contig_27231",0,0,0,3,22
"A_C_D_contig_27232",0,0,0,8,7
"A_C_D_contig_27233",0,0,0,2,31
"A_C_D_contig_27234",0,0,0,1,74
"A_C_D_contig_27235",50,61,69,3,36
"A_C_D_contig_27236",0,0,0,5,63
"A_C_D_contig_27237",74,99,95,2,34
"A_C_D_contig_27238",0,0,0,2,28
"A_C_D_contig_27239",0,0,0,5,13
"A_C_D_contig_2724",17,14,19,6,40
"A_C_D_contig_27240",0,0,0,6,8
"A_C_D_contig_27241",0,0,0,7,69
"A_C_D_contig_27242",0,0,0,5,63
"A_C_D_contig_27243",52,49,50,6,71
"A_C_D_contig_27244",95,104,117,3,70
"A_C_D_contig_27245",0,0,0,2,47
"A_C_D_contig_27246",0,0,0,2,9
"A_C_D_contig_27247",0,0,0,6,26
"A_C_D_contig_27248",52,49,50,6,71
"A_C_D_contig_27249",0,0,0,5,8
"A_C_D_contig_2725",35,35,43,2,39
"A_C_D_contig_27250",0,0,0,3,35
"A_C_D_contig_27251",56,56,71,2,58
"A_C_D_contig_27252",90,0,122,6,68
"A_C_D_contig_27253",74,103,102,2,9
"A_C_D_contig_27254",0,0,0,3,88
"A_C_D_contig_27255",0,0,0,2,28
"A_C_D_contig_27256",0,0,0,5,10
"A_C_D_contig_27257",74,88,89,2,52
"A_C_D_contig_27258",103,112,130,8,25
"A_C_D_contig_27259",0,0,0,2,9
"A_C_D_contig_2726",52,49,50,6,19
"A_C_D_contig_27260",0,0,0,3,60
"A_C_D_contig_27261",58,59,70,4,82
"A_C_D_contig_27262",0,0,0,8,34
"A_C_D_contig_27263",0,0,0,5,4
"A_C_D_contig_27264",93,101,116,6,6
"A_C_D_contig_27265",0,0,0,3,30
"A_C_D_contig_27266",0,0,0,2,17
"A_C_D_contig_27267",0,0,0,2,39
"A_C_D_contig_27268",43,44,54,4,51
"A_C_D_contig_27269",0,0,0,3,48
"A_C_D_contig_2727",50,41,49,3,36
"A_C_D_contig_27270",0,0,0,6,71
"A_C_D_contig_27271",0,35,43,3,36
"A_C_D_contig_27272",0,0,0,2,31
"A_C_D_contig_27273",69,69,86,3,20
"A_C_D_contig_27274",0,0,0,2,18
"A_C_D_contig_27275",0,0,0,3,45
"A_C_D_contig_27276",0,0,0,3,34
"A_C_D_contig_27277",0,0,0,2,20
"A_C_D_contig_27278",0,0,0,5,4
"A_C_D_contig_27279",56,0,0,2,82
"A_C_D_contig_2728",0,0,0,3,35
"A_C_D_contig_27280",0,0,0,3,22
"A_C_D_contig_27281",103,92,122,2,70
"A_C_D_contig_27282",0,0,0,8,33
"A_C_D_contig_27283",0,0,0,3,24
"A_C_D_contig_27284",0,0,0,8,25
"A_C_D_contig_27285",0,0,0,6,73
"A_C_D_contig_27286",0,0,0,4,17
"A_C_D_contig_27287",0,0,0,2,20
"A_C_D_contig_27288",0,0,0,2,31
"A_C_D_contig_27289",69,69,86,2,31
"A_C_D_contig_2729",29,29,37,1,3
"A_C_D_contig_27290",0,0,0,2,17
"A_C_D_contig_27291",82,0,0,8,34
"A_C_D_contig_27292",69,69,86,2,20
"A_C_D_contig_27293",0,0,0,3,33
"A_C_D_contig_27294",0,0,0,3,21
"A_C_D_contig_27295",0,0,0,3,35
"A_C_D_contig_27296",74,76,89,2,20
"A_C_D_contig_27297",0,0,0,3,53
"A_C_D_contig_27298",0,0,0,7,74
"A_C_D_contig_27299",85,93,108,3,43
"A_C_D_contig_273",0,0,0,3,60
"A_C_D_contig_2730",4,4,5,1,62
"A_C_D_contig_27300",92,0,0,4,9
"A_C_D_contig_27301",0,0,0,5,46
"A_C_D_contig_27302",0,0,0,6,90
"A_C_D_contig_27303",0,0,0,2,43
"A_C_D_contig_27304",63,68,75,5,89
"A_C_D_contig_27305",0,0,0,2,39
"A_C_D_contig_27306",106,114,128,2,28
"A_C_D_contig_27307",0,0,0,3,28
"A_C_D_contig_27308",0,0,0,1,55
"A_C_D_contig_27309",35,35,43,3,47
"A_C_D_contig_2731",4,4,6,1,62
"A_C_D_contig_27310",0,0,0,7,83
"A_C_D_contig_27311",25,60,33,3,32
"A_C_D_contig_27312",0,0,0,4,51
"A_C_D_contig_27313",0,0,0,2,44
"A_C_D_contig_27314",0,0,0,5,10
"A_C_D_contig_27315",0,0,0,3,32
"A_C_D_contig_27316",0,0,0,6,68
"A_C_D_contig_27317",108,114,0,2,43
"A_C_D_contig_27318",90,87,101,8,22
"A_C_D_contig_27319",0,0,0,2,39
"A_C_D_contig_2732",3,3,3,7,62
"A_C_D_contig_27320",98,0,84,3,24
"A_C_D_contig_27321",0,0,0,2,59
"A_C_D_contig_27322",84,103,99,3,30
"A_C_D_contig_27323",0,0,0,5,68
"A_C_D_contig_27324",0,0,0,8,35
"A_C_D_contig_27325",79,83,97,5,8
"A_C_D_contig_27326",0,0,0,8,36
"A_C_D_contig_27327",27,23,31,4,47
"A_C_D_contig_27328",0,0,0,8,85
"A_C_D_contig_27329",59,58,83,3,41
"A_C_D_contig_2733",6,6,8,6,75
"A_C_D_contig_27330",0,0,0,3,33
"A_C_D_contig_27331",0,0,0,2,17
"A_C_D_contig_27332",0,0,0,6,54
"A_C_D_contig_27333",0,0,0,7,39
"A_C_D_contig_27334",74,103,102,2,52
"A_C_D_contig_27335",0,0,0,7,80
"A_C_D_contig_27336",50,61,0,8,36
"A_C_D_contig_27337",0,0,0,3,25
"A_C_D_contig_27338",0,0,0,8,25
"A_C_D_contig_27339",0,0,0,1,83
"A_C_D_contig_2734",0,0,0,6,71
"A_C_D_contig_27340",0,0,0,8,53
"A_C_D_contig_27341",68,78,87,2,20
"A_C_D_contig_27342",0,0,0,2,70
"A_C_D_contig_27343",0,0,0,3,35
"A_C_D_contig_27344",88,103,106,2,9
"A_C_D_contig_27345",62,73,79,2,31
"A_C_D_contig_27346",0,0,0,4,47
"A_C_D_contig_27347",0,0,0,4,79
"A_C_D_contig_27348",84,103,99,3,33
"A_C_D_contig_27349",97,96,110,2,5
"A_C_D_contig_2735",19,19,22,8,85
"A_C_D_contig_27350",0,0,0,2,48
"A_C_D_contig_27351",0,0,0,8,39
"A_C_D_contig_27352",0,0,0,3,24
"A_C_D_contig_27353",0,87,86,3,31
"A_C_D_contig_27354",0,0,0,2,47
"A_C_D_contig_27355",0,0,0,3,15
"A_C_D_contig_27356",0,0,0,5,27
"A_C_D_contig_27357",45,30,51,2,58
"A_C_D_contig_27358",0,0,0,3,15
"A_C_D_contig_27359",37,36,61,5,46
"A_C_D_contig_2736",69,69,86,2,31
"A_C_D_contig_27360",79,83,97,6,8
"A_C_D_contig_27361",0,0,0,2,34
"A_C_D_contig_27362",0,0,0,2,48
"A_C_D_contig_27363",0,0,0,4,34
"A_C_D_contig_27364",0,0,0,8,22
"A_C_D_contig_27365",37,36,44,5,1
"A_C_D_contig_27366",0,0,0,1,84
"A_C_D_contig_27367",0,0,0,2,28
"A_C_D_contig_27368",0,0,0,6,13
"A_C_D_contig_27369",0,0,0,3,30
"A_C_D_contig_2737",46,45,57,8,36
"A_C_D_contig_27370",76,87,98,3,33
"A_C_D_contig_27371",0,0,0,3,7
"A_C_D_contig_27372",79,83,97,5,42
"A_C_D_contig_27373",40,39,87,2,58
"A_C_D_contig_27374",78,81,96,4,74
"A_C_D_contig_27375",0,103,0,2,74
"A_C_D_contig_27376",59,58,72,3,7
"A_C_D_contig_27377",0,0,0,3,68
"A_C_D_contig_27378",0,0,0,3,41
"A_C_D_contig_27379",0,0,0,6,90
"A_C_D_contig_2738",51,0,0,6,90
"A_C_D_contig_27380",0,0,0,1,51
"A_C_D_contig_27381",0,90,104,3,32
"A_C_D_contig_27382",74,114,107,4,79
"A_C_D_contig_27383",0,0,0,3,28
"A_C_D_contig_27384",56,56,56,2,58
"A_C_D_contig_27385",0,0,0,3,48
"A_C_D_contig_27386",96,105,121,3,5
"A_C_D_contig_27387",0,0,0,6,19
"A_C_D_contig_27388",64,103,0,8,22
"A_C_D_contig_27389",0,0,0,3,53
"A_C_D_contig_2739",0,0,0,6,49
"A_C_D_contig_27390",0,0,0,1,18
"A_C_D_contig_27391",0,0,81,2,20
"A_C_D_contig_27392",78,81,96,4,82
"A_C_D_contig_27393",0,0,0,4,74
"A_C_D_contig_27394",0,0,0,5,27
"A_C_D_contig_27395",0,0,0,5,68
"A_C_D_contig_27396",25,26,33,3,76
"A_C_D_contig_27397",74,76,89,2,20
"A_C_D_contig_27398",52,49,77,6,90
"A_C_D_contig_27399",0,0,0,4,9
"A_C_D_contig_274",12,13,16,2,45
"A_C_D_contig_2740",3,3,3,7,62
"A_C_D_contig_27400",79,83,97,6,42
"A_C_D_contig_27401",0,0,0,3,72
"A_C_D_contig_27402",0,0,0,3,48
"A_C_D_contig_27403",0,0,0,5,86
"A_C_D_contig_27404",0,0,0,1,83
"A_C_D_contig_27405",0,72,82,2,34
"A_C_D_contig_27406",74,82,102,2,52
"A_C_D_contig_27407",0,0,0,5,42
"A_C_D_contig_27408",69,69,86,2,31
"A_C_D_contig_27409",0,0,0,2,31
"A_C_D_contig_2741",77,80,85,1,80
"A_C_D_contig_27410",0,0,0,3,81
"A_C_D_contig_27411",77,69,0,2,34
"A_C_D_contig_27412",103,103,0,2,28
"A_C_D_contig_27413",0,0,0,5,1
"A_C_D_contig_27414",79,83,105,5,63
"A_C_D_contig_27415",0,0,0,3,87
"A_C_D_contig_27416",25,26,33,3,76
"A_C_D_contig_27417",0,0,0,1,84
"A_C_D_contig_27418",0,0,0,3,45
"A_C_D_contig_27419",69,66,0,4,82
