"CONTIG","MB.VERYSENSTIVE","MB.SENSITIVE","MB.SUPERSPECIFIC","CORRELATION_ABUNDANCIES","KMEANS_ABUNDANCIES_90"
"A_C_D_contig_57711",0,0,0,4,79
"A_C_D_contig_57712",0,0,0,2,48
"A_C_D_contig_57713",0,0,0,4,69
"A_C_D_contig_57714",0,0,0,4,82
"A_C_D_contig_57715",0,0,0,2,88
"A_C_D_contig_57716",64,66,0,4,82
"A_C_D_contig_57717",0,0,0,3,34
"A_C_D_contig_57718",0,0,0,3,81
"A_C_D_contig_57719",0,0,0,4,17
"A_C_D_contig_5772",77,80,85,1,80
"A_C_D_contig_57720",0,0,0,2,17
"A_C_D_contig_57721",0,0,0,3,32
"A_C_D_contig_57722",0,0,0,5,73
"A_C_D_contig_57723",0,0,0,2,18
"A_C_D_contig_57724",0,0,0,2,31
"A_C_D_contig_57725",0,0,0,5,4
"A_C_D_contig_57726",0,0,0,3,25
"A_C_D_contig_57727",0,0,0,5,10
"A_C_D_contig_57728",0,0,0,2,9
"A_C_D_contig_57729",0,0,0,2,58
"A_C_D_contig_5773",0,0,0,6,71
"A_C_D_contig_57730",0,0,0,2,81
"A_C_D_contig_57731",0,0,0,6,13
"A_C_D_contig_57732",0,0,0,8,53
"A_C_D_contig_57733",0,0,0,2,58
"A_C_D_contig_57734",0,0,0,5,63
"A_C_D_contig_57735",0,0,0,3,72
"A_C_D_contig_57736",108,114,128,8,53
"A_C_D_contig_57737",0,0,0,1,83
"A_C_D_contig_57738",0,0,0,2,44
"A_C_D_contig_57739",0,0,0,4,17
"A_C_D_contig_5774",0,0,0,2,58
"A_C_D_contig_57740",0,0,0,4,79
"A_C_D_contig_57741",0,0,0,5,68
"A_C_D_contig_57742",0,0,0,5,10
"A_C_D_contig_57743",0,0,0,3,25
"A_C_D_contig_57744",0,0,0,2,43
"A_C_D_contig_57745",0,0,0,4,79
"A_C_D_contig_57746",0,0,0,3,5
"A_C_D_contig_57747",0,0,0,3,34
"A_C_D_contig_57748",0,0,0,4,17
"A_C_D_contig_57749",0,0,0,2,9
"A_C_D_contig_5775",0,0,0,3,30
"A_C_D_contig_57750",0,0,0,5,10
"A_C_D_contig_57751",0,0,0,3,43
"A_C_D_contig_57752",0,0,0,2,9
"A_C_D_contig_57753",0,0,0,3,5
"A_C_D_contig_57754",0,0,0,2,59
"A_C_D_contig_57755",0,0,0,3,5
"A_C_D_contig_57756",0,0,0,3,36
"A_C_D_contig_57757",0,0,0,2,28
"A_C_D_contig_57758",0,112,124,2,28
"A_C_D_contig_57759",0,0,0,8,25
"A_C_D_contig_5776",0,0,0,6,42
"A_C_D_contig_57760",90,0,0,3,53
"A_C_D_contig_57761",0,0,0,4,79
"A_C_D_contig_57762",0,0,0,1,83
"A_C_D_contig_57763",0,0,0,3,44
"A_C_D_contig_57764",0,0,0,8,25
"A_C_D_contig_57765",0,0,0,6,42
"A_C_D_contig_57766",0,0,0,2,25
"A_C_D_contig_57767",0,0,0,3,32
"A_C_D_contig_57768",0,0,0,5,10
"A_C_D_contig_57769",0,0,0,1,69
"A_C_D_contig_5777",0,0,0,4,47
"A_C_D_contig_57770",108,114,128,3,28
"A_C_D_contig_57771",0,0,0,5,27
"A_C_D_contig_57772",38,0,0,3,35
"A_C_D_contig_57773",0,0,0,3,41
"A_C_D_contig_57774",0,0,0,8,53
"A_C_D_contig_57775",0,0,0,1,69
"A_C_D_contig_57776",96,105,121,3,30
"A_C_D_contig_57777",0,0,0,2,59
"A_C_D_contig_57778",0,0,0,3,33
"A_C_D_contig_57779",0,0,0,2,43
"A_C_D_contig_5778",78,81,96,4,74
"A_C_D_contig_57780",0,0,0,2,28
"A_C_D_contig_57781",0,0,0,3,31
"A_C_D_contig_57782",0,0,0,8,7
"A_C_D_contig_57783",0,0,0,8,25
"A_C_D_contig_57784",0,0,0,3,5
"A_C_D_contig_57785",74,82,102,2,34
"A_C_D_contig_57786",0,0,0,3,28
"A_C_D_contig_57787",0,0,0,5,73
"A_C_D_contig_57788",0,0,0,3,22
"A_C_D_contig_57789",0,0,0,8,4
"A_C_D_contig_5779",25,26,33,3,76
"A_C_D_contig_57790",0,0,0,3,81
"A_C_D_contig_57791",0,0,0,2,31
"A_C_D_contig_57792",86,90,0,3,30
"A_C_D_contig_57793",0,0,0,2,59
"A_C_D_contig_57794",0,0,0,2,18
"A_C_D_contig_57795",0,0,0,2,20
"A_C_D_contig_57796",0,0,0,3,81
"A_C_D_contig_57797",0,0,0,3,81
"A_C_D_contig_57798",0,0,0,2,9
"A_C_D_contig_57799",0,0,0,8,25
"A_C_D_contig_578",27,23,31,4,47
"A_C_D_contig_5780",77,43,55,1,80
"A_C_D_contig_57800",0,0,0,8,25
"A_C_D_contig_57801",0,0,0,2,31
"A_C_D_contig_57802",0,0,0,4,74
"A_C_D_contig_57803",0,0,0,3,25
"A_C_D_contig_57804",0,0,0,2,43
"A_C_D_contig_57805",103,103,122,2,28
"A_C_D_contig_57806",0,0,0,8,7
"A_C_D_contig_57807",0,0,0,7,80
"A_C_D_contig_57808",0,0,0,3,81
"A_C_D_contig_57809",0,0,0,2,18
"A_C_D_contig_5781",0,0,0,2,60
"A_C_D_contig_57810",0,0,0,4,51
"A_C_D_contig_57811",0,0,0,2,15
"A_C_D_contig_57812",0,0,0,4,79
"A_C_D_contig_57813",94,76,107,2,70
"A_C_D_contig_57814",0,0,0,3,72
"A_C_D_contig_57815",0,0,0,8,25
"A_C_D_contig_57816",0,0,0,3,33
"A_C_D_contig_57817",68,78,87,3,30
"A_C_D_contig_57818",0,0,0,8,25
"A_C_D_contig_57819",0,0,0,4,17
"A_C_D_contig_5782",51,48,62,6,19
"A_C_D_contig_57820",101,103,0,2,43
"A_C_D_contig_57821",0,0,0,8,53
"A_C_D_contig_57822",0,0,0,2,28
"A_C_D_contig_57823",0,0,0,3,81
"A_C_D_contig_57824",0,0,0,6,10
"A_C_D_contig_57825",0,0,0,8,22
"A_C_D_contig_57826",0,0,0,2,44
"A_C_D_contig_57827",0,0,0,2,28
"A_C_D_contig_57828",0,0,0,3,81
"A_C_D_contig_57829",0,0,0,5,4
"A_C_D_contig_5783",0,0,0,2,74
"A_C_D_contig_57830",0,0,0,8,25
"A_C_D_contig_57831",0,0,0,6,10
"A_C_D_contig_57832",0,0,0,8,36
"A_C_D_contig_57833",0,0,0,2,43
"A_C_D_contig_57834",0,0,117,1,83
"A_C_D_contig_57835",0,0,0,3,59
"A_C_D_contig_57836",46,62,57,8,7
"A_C_D_contig_57837",0,0,0,1,68
"A_C_D_contig_57838",0,0,0,2,43
"A_C_D_contig_57839",0,0,0,2,28
"A_C_D_contig_5784",28,37,47,6,46
"A_C_D_contig_57840",0,0,0,1,66
"A_C_D_contig_57841",0,0,0,7,68
"A_C_D_contig_57842",0,0,0,4,79
"A_C_D_contig_57843",0,0,0,2,47
"A_C_D_contig_57844",0,0,0,1,84
"A_C_D_contig_57845",0,0,0,4,17
"A_C_D_contig_57846",0,0,0,3,72
"A_C_D_contig_57847",0,0,0,2,18
"A_C_D_contig_57848",0,0,0,3,30
"A_C_D_contig_57849",0,0,0,8,36
"A_C_D_contig_5785",37,36,44,5,1
"A_C_D_contig_57850",0,0,0,4,17
"A_C_D_contig_57851",0,0,0,5,63
"A_C_D_contig_57852",76,0,0,5,27
"A_C_D_contig_57853",0,0,0,2,44
"A_C_D_contig_57854",0,0,0,6,10
"A_C_D_contig_57855",0,0,0,1,18
"A_C_D_contig_57856",0,0,0,1,18
"A_C_D_contig_57857",0,0,0,3,59
"A_C_D_contig_57858",0,0,0,2,48
"A_C_D_contig_57859",0,0,0,5,27
"A_C_D_contig_5786",23,24,32,3,50
"A_C_D_contig_57860",0,0,0,4,9
"A_C_D_contig_57861",0,0,0,2,28
"A_C_D_contig_57862",0,0,0,8,34
"A_C_D_contig_57863",0,0,0,8,53
"A_C_D_contig_57864",0,0,0,8,25
"A_C_D_contig_57865",0,0,0,3,25
"A_C_D_contig_57866",0,0,0,2,72
"A_C_D_contig_57867",0,0,0,3,44
"A_C_D_contig_57868",0,0,0,5,63
"A_C_D_contig_57869",0,0,0,2,70
"A_C_D_contig_5787",93,101,116,6,6
"A_C_D_contig_57870",0,0,0,3,5
"A_C_D_contig_57871",0,0,0,6,6
"A_C_D_contig_57872",0,0,0,4,79
"A_C_D_contig_57873",0,0,0,2,28
"A_C_D_contig_57874",0,0,0,3,36
"A_C_D_contig_57875",0,0,0,8,33
"A_C_D_contig_57876",0,0,0,2,48
"A_C_D_contig_57877",0,0,0,4,74
"A_C_D_contig_57878",0,0,0,3,32
"A_C_D_contig_57879",0,0,0,3,28
"A_C_D_contig_5788",0,0,0,5,46
"A_C_D_contig_57880",88,92,106,2,59
"A_C_D_contig_57881",103,113,120,2,44
"A_C_D_contig_57882",94,0,107,3,43
"A_C_D_contig_57883",0,0,0,2,28
"A_C_D_contig_57884",0,0,0,4,79
"A_C_D_contig_57885",0,0,0,3,72
"A_C_D_contig_57886",0,0,0,8,22
"A_C_D_contig_57887",0,0,0,8,25
"A_C_D_contig_57888",0,0,0,2,44
"A_C_D_contig_57889",0,0,0,8,33
"A_C_D_contig_5789",0,0,0,5,6
"A_C_D_contig_57890",97,96,110,3,30
"A_C_D_contig_57891",0,0,0,8,24
"A_C_D_contig_57892",0,0,0,2,72
"A_C_D_contig_57893",103,113,120,1,68
"A_C_D_contig_57894",0,0,0,4,18
"A_C_D_contig_57895",0,0,0,3,28
"A_C_D_contig_57896",0,0,0,5,8
"A_C_D_contig_57897",0,0,0,2,28
"A_C_D_contig_57898",0,0,0,1,51
"A_C_D_contig_57899",0,0,0,3,81
"A_C_D_contig_579",4,4,5,1,62
"A_C_D_contig_5790",90,0,0,5,4
"A_C_D_contig_57900",0,0,0,3,70
"A_C_D_contig_57901",0,0,0,2,28
"A_C_D_contig_57902",0,0,0,2,20
"A_C_D_contig_57903",0,0,0,2,28
"A_C_D_contig_57904",0,0,0,2,59
"A_C_D_contig_57905",0,0,0,2,28
"A_C_D_contig_57906",0,0,0,2,28
"A_C_D_contig_57907",0,0,0,4,82
"A_C_D_contig_57908",0,0,0,3,20
"A_C_D_contig_57909",0,0,0,4,17
"A_C_D_contig_5791",69,0,78,2,82
"A_C_D_contig_57910",0,0,0,3,30
"A_C_D_contig_57911",0,0,0,2,72
"A_C_D_contig_57912",0,0,0,2,9
"A_C_D_contig_57913",0,0,0,4,3
"A_C_D_contig_57914",0,0,0,4,82
"A_C_D_contig_57915",0,0,0,2,28
"A_C_D_contig_57916",0,0,0,2,44
"A_C_D_contig_57917",0,0,0,2,59
"A_C_D_contig_57918",0,0,0,2,28
"A_C_D_contig_57919",0,0,0,2,48
"A_C_D_contig_5792",50,61,67,3,36
"A_C_D_contig_57920",0,0,0,8,33
"A_C_D_contig_57921",0,0,0,5,73
"A_C_D_contig_57922",0,0,0,2,17
"A_C_D_contig_57923",96,105,121,3,5
"A_C_D_contig_57924",90,0,111,3,30
"A_C_D_contig_57925",0,0,0,2,48
"A_C_D_contig_57926",0,0,0,2,28
"A_C_D_contig_57927",0,0,0,2,18
"A_C_D_contig_57928",0,0,0,2,18
"A_C_D_contig_57929",0,0,0,2,48
"A_C_D_contig_5793",50,41,25,3,35
"A_C_D_contig_57930",0,0,0,2,28
"A_C_D_contig_57931",0,0,0,3,5
"A_C_D_contig_57932",0,0,0,2,44
"A_C_D_contig_57933",0,0,0,5,10
"A_C_D_contig_57934",74,0,107,3,25
"A_C_D_contig_57935",56,56,71,2,31
"A_C_D_contig_57936",0,0,0,8,7
"A_C_D_contig_57937",0,0,0,6,73
"A_C_D_contig_57938",0,0,0,2,48
"A_C_D_contig_57939",0,0,0,2,18
"A_C_D_contig_5794",103,103,120,2,9
"A_C_D_contig_57940",0,0,0,1,83
"A_C_D_contig_57941",0,0,0,2,28
"A_C_D_contig_57942",0,0,0,2,52
"A_C_D_contig_57943",95,0,0,1,83
"A_C_D_contig_57944",0,0,0,8,22
"A_C_D_contig_57945",0,0,0,2,34
"A_C_D_contig_57946",0,0,0,5,8
"A_C_D_contig_57947",0,0,0,2,44
"A_C_D_contig_57948",0,0,0,3,22
"A_C_D_contig_57949",0,0,0,6,73
"A_C_D_contig_5795",0,0,0,7,83
"A_C_D_contig_57950",74,103,0,2,59
"A_C_D_contig_57951",0,0,0,2,17
"A_C_D_contig_57952",0,0,0,2,30
"A_C_D_contig_57953",0,0,0,2,43
"A_C_D_contig_57954",73,0,0,2,59
"A_C_D_contig_57955",90,106,119,3,48
"A_C_D_contig_57956",0,0,0,1,83
"A_C_D_contig_57957",0,0,0,3,53
"A_C_D_contig_57958",90,0,0,3,59
"A_C_D_contig_57959",0,0,0,2,31
"A_C_D_contig_5796",43,44,54,2,58
"A_C_D_contig_57960",0,0,0,8,22
"A_C_D_contig_57961",0,0,0,2,9
"A_C_D_contig_57962",0,0,0,2,31
"A_C_D_contig_57963",0,0,0,8,25
"A_C_D_contig_57964",0,0,0,3,25
"A_C_D_contig_57965",0,0,0,3,81
"A_C_D_contig_57966",0,0,0,3,33
"A_C_D_contig_57967",0,0,0,2,48
"A_C_D_contig_57968",0,0,0,3,81
"A_C_D_contig_57969",0,0,0,3,31
"A_C_D_contig_5797",6,6,8,6,75
"A_C_D_contig_57970",0,0,0,6,6
"A_C_D_contig_57971",0,0,0,2,28
"A_C_D_contig_57972",0,0,0,8,70
"A_C_D_contig_57973",0,0,0,3,53
"A_C_D_contig_57974",0,0,0,1,55
"A_C_D_contig_57975",0,0,0,5,73
"A_C_D_contig_57976",0,0,0,2,44
"A_C_D_contig_57977",96,105,121,3,30
"A_C_D_contig_57978",0,0,0,3,53
"A_C_D_contig_57979",0,0,0,5,42
"A_C_D_contig_5798",31,30,40,3,35
"A_C_D_contig_57980",0,0,0,8,22
"A_C_D_contig_57981",0,0,0,3,72
"A_C_D_contig_57982",0,0,0,5,73
"A_C_D_contig_57983",0,0,0,3,43
"A_C_D_contig_57984",0,0,0,2,47
"A_C_D_contig_57985",0,0,0,3,53
"A_C_D_contig_57986",0,0,0,7,68
"A_C_D_contig_57987",0,0,0,8,27
"A_C_D_contig_57988",0,0,0,3,25
"A_C_D_contig_57989",0,0,0,3,20
"A_C_D_contig_5799",44,54,58,3,7
"A_C_D_contig_57990",0,0,0,2,20
"A_C_D_contig_57991",0,0,0,2,43
"A_C_D_contig_57992",56,56,56,2,31
"A_C_D_contig_57993",0,0,0,8,53
"A_C_D_contig_57994",0,0,0,4,18
"A_C_D_contig_57995",69,0,94,2,52
"A_C_D_contig_57996",0,0,0,3,53
"A_C_D_contig_57997",0,0,0,3,72
"A_C_D_contig_57998",0,0,0,5,4
"A_C_D_contig_57999",0,80,92,1,83
"A_C_D_contig_58",52,49,50,6,71
"A_C_D_contig_580",3,3,3,1,62
"A_C_D_contig_5800",42,50,74,1,51
"A_C_D_contig_58000",0,0,0,2,82
"A_C_D_contig_58001",0,0,0,3,25
"A_C_D_contig_58002",0,0,0,3,81
"A_C_D_contig_58003",0,0,0,5,63
"A_C_D_contig_58004",0,0,0,2,43
"A_C_D_contig_58005",0,0,0,3,81
"A_C_D_contig_58006",101,92,0,2,43
"A_C_D_contig_58007",0,0,0,3,43
"A_C_D_contig_58008",92,100,115,2,9
"A_C_D_contig_58009",0,0,0,1,79
"A_C_D_contig_5801",51,48,62,6,19
"A_C_D_contig_58010",0,0,0,2,28
"A_C_D_contig_58011",0,0,0,5,4
"A_C_D_contig_58012",0,0,0,3,5
"A_C_D_contig_58013",0,0,0,4,79
"A_C_D_contig_58014",53,80,85,1,84
"A_C_D_contig_58015",0,0,0,8,33
"A_C_D_contig_58016",0,0,0,2,18
"A_C_D_contig_58017",100,92,106,2,43
"A_C_D_contig_58018",0,0,0,2,48
"A_C_D_contig_58019",0,0,0,1,69
"A_C_D_contig_5802",43,44,54,2,58
"A_C_D_contig_58020",0,0,0,4,17
"A_C_D_contig_58021",0,0,0,6,6
"A_C_D_contig_58022",0,0,0,2,9
"A_C_D_contig_58023",0,0,0,2,68
"A_C_D_contig_58024",0,0,0,2,68
"A_C_D_contig_58025",0,0,0,2,44
"A_C_D_contig_58026",0,0,0,6,18
"A_C_D_contig_58027",0,0,0,4,79
"A_C_D_contig_58028",0,0,0,6,13
"A_C_D_contig_58029",0,0,0,3,53
"A_C_D_contig_5803",74,82,102,2,43
"A_C_D_contig_58030",0,0,0,3,25
"A_C_D_contig_58031",0,0,0,2,44
"A_C_D_contig_58032",0,0,0,3,81
"A_C_D_contig_58033",0,0,0,2,48
"A_C_D_contig_58034",0,0,0,4,18
"A_C_D_contig_58035",0,0,0,2,52
"A_C_D_contig_58036",0,0,0,5,10
"A_C_D_contig_58037",0,0,0,4,79
"A_C_D_contig_58038",0,0,0,3,81
"A_C_D_contig_58039",0,0,0,3,5
"A_C_D_contig_5804",45,30,51,2,58
"A_C_D_contig_58040",0,0,0,2,17
"A_C_D_contig_58041",0,0,0,8,68
"A_C_D_contig_58042",0,0,0,3,81
"A_C_D_contig_58043",0,0,0,5,10
"A_C_D_contig_58044",0,0,0,4,18
"A_C_D_contig_58045",0,0,0,8,53
"A_C_D_contig_58046",0,0,0,2,20
"A_C_D_contig_58047",0,0,0,3,25
"A_C_D_contig_58048",56,56,71,2,31
"A_C_D_contig_58049",0,0,0,2,44
"A_C_D_contig_5805",0,0,0,3,35
"A_C_D_contig_58050",0,0,0,6,10
"A_C_D_contig_58051",0,0,0,5,4
"A_C_D_contig_58052",0,0,0,7,69
"A_C_D_contig_58053",0,0,0,7,3
"A_C_D_contig_58054",85,93,108,2,59
"A_C_D_contig_58055",0,0,0,3,5
"A_C_D_contig_58056",0,0,0,2,50
"A_C_D_contig_58057",0,0,0,3,18
"A_C_D_contig_58058",0,0,0,3,44
"A_C_D_contig_58059",0,0,0,2,72
"A_C_D_contig_5806",0,0,0,5,36
"A_C_D_contig_58060",0,0,0,5,4
"A_C_D_contig_58061",0,0,0,1,84
"A_C_D_contig_58062",0,0,0,5,6
"A_C_D_contig_58063",0,0,0,1,83
"A_C_D_contig_58064",0,0,0,2,18
"A_C_D_contig_58065",0,0,0,2,48
"A_C_D_contig_58066",0,0,0,2,44
"A_C_D_contig_58067",0,0,0,2,18
"A_C_D_contig_58068",0,0,0,2,43
"A_C_D_contig_58069",0,0,0,3,81
"A_C_D_contig_5807",46,45,57,8,36
"A_C_D_contig_58070",0,0,0,3,72
"A_C_D_contig_58071",0,0,0,8,25
"A_C_D_contig_58072",0,0,0,2,43
"A_C_D_contig_58073",0,0,0,2,18
"A_C_D_contig_58074",0,0,0,2,9
"A_C_D_contig_58075",0,0,0,2,48
"A_C_D_contig_58076",0,0,0,4,17
"A_C_D_contig_58077",0,0,0,6,42
"A_C_D_contig_58078",0,0,0,3,81
"A_C_D_contig_58079",0,0,0,2,17
"A_C_D_contig_5808",0,0,0,3,25
"A_C_D_contig_58080",0,0,0,5,8
"A_C_D_contig_58081",0,0,0,1,51
"A_C_D_contig_58082",74,109,107,2,9
"A_C_D_contig_58083",0,0,0,3,24
"A_C_D_contig_58084",0,0,0,6,26
"A_C_D_contig_58085",0,0,0,3,72
"A_C_D_contig_58086",88,92,100,3,30
"A_C_D_contig_58087",0,0,0,2,9
"A_C_D_contig_58088",0,0,0,5,63
"A_C_D_contig_58089",0,0,0,8,33
"A_C_D_contig_5809",0,0,0,4,29
"A_C_D_contig_58090",0,0,0,4,9
"A_C_D_contig_58091",74,88,89,2,52
"A_C_D_contig_58092",74,76,89,2,20
"A_C_D_contig_58093",0,0,0,3,5
"A_C_D_contig_58094",0,0,0,2,52
"A_C_D_contig_58095",0,0,0,6,10
"A_C_D_contig_58096",0,0,0,5,68
"A_C_D_contig_58097",0,0,0,4,66
"A_C_D_contig_58098",0,0,0,4,18
"A_C_D_contig_58099",0,0,0,6,86
"A_C_D_contig_581",6,6,8,6,2
"A_C_D_contig_5810",15,17,20,3,39
"A_C_D_contig_58100",0,0,0,4,18
"A_C_D_contig_58101",0,0,0,5,4
"A_C_D_contig_58102",0,0,0,8,25
"A_C_D_contig_58103",0,0,0,3,7
"A_C_D_contig_58104",96,105,121,3,5
"A_C_D_contig_58105",0,0,0,2,18
"A_C_D_contig_58106",95,104,117,5,68
"A_C_D_contig_58107",103,103,129,5,4
"A_C_D_contig_58108",0,0,0,6,6
"A_C_D_contig_58109",99,108,123,3,48
"A_C_D_contig_5811",0,0,0,3,50
"A_C_D_contig_58110",0,0,0,3,22
"A_C_D_contig_58111",0,0,0,2,9
"A_C_D_contig_58112",0,0,0,5,63
"A_C_D_contig_58113",0,0,0,2,82
"A_C_D_contig_58114",0,0,0,1,79
"A_C_D_contig_58115",0,0,0,8,22
"A_C_D_contig_58116",0,0,0,8,25
"A_C_D_contig_58117",0,0,0,2,31
"A_C_D_contig_58118",0,0,0,3,81
"A_C_D_contig_58119",0,0,0,3,72
"A_C_D_contig_5812",5,5,7,3,87
"A_C_D_contig_58120",0,0,0,5,73
"A_C_D_contig_58121",0,0,0,3,81
"A_C_D_contig_58122",0,0,0,4,82
"A_C_D_contig_58123",0,0,0,3,81
"A_C_D_contig_58124",0,0,0,2,28
"A_C_D_contig_58125",0,0,0,2,82
"A_C_D_contig_58126",0,0,0,2,28
"A_C_D_contig_58127",0,0,0,4,74
"A_C_D_contig_58128",0,0,0,8,33
"A_C_D_contig_58129",0,0,0,2,52
"A_C_D_contig_5813",11,12,15,3,23
"A_C_D_contig_58130",0,0,0,2,44
"A_C_D_contig_58131",0,0,0,8,53
"A_C_D_contig_58132",0,0,0,3,32
"A_C_D_contig_58133",0,0,0,2,31
"A_C_D_contig_58134",0,0,0,3,25
"A_C_D_contig_58135",74,103,102,1,79
"A_C_D_contig_58136",0,0,0,3,81
"A_C_D_contig_58137",0,0,0,8,53
"A_C_D_contig_58138",0,0,0,5,22
"A_C_D_contig_58139",0,0,0,2,9
"A_C_D_contig_5814",0,0,0,2,35
"A_C_D_contig_58140",0,0,0,4,17
"A_C_D_contig_58141",0,0,0,3,68
"A_C_D_contig_58142",0,0,0,2,81
"A_C_D_contig_58143",0,0,0,3,68
"A_C_D_contig_58144",0,0,0,8,25
"A_C_D_contig_58145",0,0,0,2,44
"A_C_D_contig_58146",94,0,0,3,53
"A_C_D_contig_58147",0,0,0,3,33
"A_C_D_contig_58148",69,69,86,2,58
"A_C_D_contig_58149",0,0,0,8,33
"A_C_D_contig_5815",0,0,0,6,68
"A_C_D_contig_58150",0,0,0,2,81
"A_C_D_contig_58151",0,0,0,2,20
"A_C_D_contig_58152",0,0,0,3,22
"A_C_D_contig_58153",0,0,0,3,22
"A_C_D_contig_58154",0,0,0,4,28
"A_C_D_contig_58155",0,0,0,5,8
"A_C_D_contig_58156",0,0,0,3,81
"A_C_D_contig_58157",0,0,0,5,4
"A_C_D_contig_58158",0,0,0,2,44
"A_C_D_contig_58159",0,0,0,3,53
"A_C_D_contig_5816",0,0,0,3,60
"A_C_D_contig_58160",0,0,0,2,9
"A_C_D_contig_58161",0,0,0,2,28
"A_C_D_contig_58162",0,0,0,5,42
"A_C_D_contig_58163",0,0,0,3,30
"A_C_D_contig_58164",0,0,0,3,68
"A_C_D_contig_58165",0,0,0,2,44
"A_C_D_contig_58166",0,0,0,3,70
"A_C_D_contig_58167",0,0,0,8,22
"A_C_D_contig_58168",0,0,0,4,79
"A_C_D_contig_58169",0,0,0,3,18
"A_C_D_contig_5817",0,0,0,2,28
"A_C_D_contig_58170",0,0,0,2,9
"A_C_D_contig_58171",107,112,130,8,25
"A_C_D_contig_58172",0,0,0,8,70
"A_C_D_contig_58173",0,0,0,6,73
"A_C_D_contig_58174",0,0,0,3,81
"A_C_D_contig_58175",0,0,0,3,48
"A_C_D_contig_58176",0,0,0,5,8
"A_C_D_contig_58177",0,0,0,3,53
"A_C_D_contig_58178",0,0,0,8,53
"A_C_D_contig_58179",0,0,0,6,13
"A_C_D_contig_5818",106,114,128,2,28
"A_C_D_contig_58180",0,0,0,2,28
"A_C_D_contig_58181",0,0,0,8,68
"A_C_D_contig_58182",0,0,0,2,72
"A_C_D_contig_58183",0,0,0,3,43
"A_C_D_contig_58184",0,0,0,4,66
"A_C_D_contig_58185",0,0,0,2,44
"A_C_D_contig_58186",0,0,0,2,9
"A_C_D_contig_58187",0,0,0,2,59
"A_C_D_contig_58188",0,0,0,3,81
"A_C_D_contig_58189",0,0,0,4,17
"A_C_D_contig_5819",0,0,0,5,73
"A_C_D_contig_58190",0,0,0,1,55
"A_C_D_contig_58191",0,0,0,5,63
"A_C_D_contig_58192",0,0,0,4,79
"A_C_D_contig_58193",0,0,0,2,48
"A_C_D_contig_58194",0,0,0,8,22
"A_C_D_contig_58195",0,0,0,2,59
"A_C_D_contig_58196",0,0,0,3,59
"A_C_D_contig_58197",0,0,0,4,9
"A_C_D_contig_58198",0,0,0,5,63
"A_C_D_contig_58199",0,0,0,2,31
"A_C_D_contig_582",37,36,24,5,85
"A_C_D_contig_5820",0,0,0,5,42
"A_C_D_contig_58200",0,0,0,3,72
"A_C_D_contig_58201",0,0,0,8,53
"A_C_D_contig_58202",0,0,0,2,48
"A_C_D_contig_58203",0,0,0,3,81
"A_C_D_contig_58204",0,0,0,2,48
"A_C_D_contig_58205",0,0,0,2,28
"A_C_D_contig_58206",0,0,0,6,6
"A_C_D_contig_58207",0,0,0,2,44
"A_C_D_contig_58208",0,0,0,8,22
"A_C_D_contig_58209",88,92,106,2,52
"A_C_D_contig_5821",51,48,62,6,90
"A_C_D_contig_58210",0,0,0,3,30
"A_C_D_contig_58211",0,0,0,2,52
"A_C_D_contig_58212",0,0,0,2,44
"A_C_D_contig_58213",106,114,128,3,28
"A_C_D_contig_58214",0,0,0,3,70
"A_C_D_contig_58215",0,0,0,5,73
"A_C_D_contig_58216",108,103,0,2,48
"A_C_D_contig_58217",88,92,106,2,52
"A_C_D_contig_58218",0,0,0,2,28
"A_C_D_contig_58219",0,0,0,8,33
"A_C_D_contig_5822",0,0,0,6,65
"A_C_D_contig_58220",0,0,0,5,4
"A_C_D_contig_58221",0,0,0,4,79
"A_C_D_contig_58222",0,0,0,3,5
"A_C_D_contig_58223",0,0,0,5,10
"A_C_D_contig_58224",0,0,0,1,79
"A_C_D_contig_58225",0,0,0,2,9
"A_C_D_contig_58226",0,0,0,3,18
"A_C_D_contig_58227",0,0,0,2,28
"A_C_D_contig_58228",0,0,0,3,81
"A_C_D_contig_58229",0,0,0,5,27
"A_C_D_contig_5823",103,103,120,6,68
"A_C_D_contig_58230",0,0,0,2,48
"A_C_D_contig_58231",0,0,0,3,5
"A_C_D_contig_58232",0,0,0,2,48
"A_C_D_contig_58233",0,0,0,2,43
"A_C_D_contig_58234",83,76,107,2,28
"A_C_D_contig_58235",0,0,0,6,73
"A_C_D_contig_58236",0,0,0,5,63
"A_C_D_contig_58237",0,0,0,3,48
"A_C_D_contig_58238",0,0,0,3,15
"A_C_D_contig_58239",0,0,0,8,70
"A_C_D_contig_5824",23,24,32,3,76
"A_C_D_contig_58240",0,0,0,2,28
"A_C_D_contig_58241",0,0,0,2,52
"A_C_D_contig_58242",0,0,0,5,63
"A_C_D_contig_58243",0,0,0,3,30
"A_C_D_contig_58244",0,0,0,5,73
"A_C_D_contig_58245",0,0,0,4,51
"A_C_D_contig_58246",0,0,0,3,76
"A_C_D_contig_58247",0,0,0,2,28
"A_C_D_contig_58248",0,0,0,8,34
"A_C_D_contig_58249",0,0,0,3,81
"A_C_D_contig_5825",0,0,0,8,88
"A_C_D_contig_58250",0,0,0,4,18
"A_C_D_contig_58251",0,0,0,2,28
"A_C_D_contig_58252",108,114,0,2,48
"A_C_D_contig_58253",101,103,0,2,9
"A_C_D_contig_58254",0,0,0,3,43
"A_C_D_contig_58255",0,0,0,3,5
