"contig","metabat.1","metabat.4"
"contig_25036",0,0
"contig_25037",24,23
"contig_25038",0,0
"contig_25039",0,0
"contig_2504",0,0
"contig_25040",0,0
"contig_25041",0,0
"contig_25042",0,0
"contig_25043",0,0
"contig_25044",0,0
"contig_25045",0,0
"contig_25046",0,0
"contig_25047",0,0
"contig_25048",0,0
"contig_25049",0,0
"contig_2505",3,3
"contig_25050",0,0
"contig_25051",0,0
"contig_25052",27,27
"contig_25053",0,0
"contig_25054",0,0
"contig_25055",0,0
"contig_25056",0,0
"contig_25057",0,0
"contig_25058",0,0
"contig_25059",0,0
"contig_2506",0,0
"contig_25060",0,0
"contig_25061",0,0
"contig_25062",0,0
"contig_25063",0,0
"contig_25064",0,0
"contig_25065",0,0
"contig_25066",0,0
"contig_25067",0,0
"contig_25068",0,0
"contig_25069",30,31
"contig_2507",0,3
"contig_25070",0,0
"contig_25071",0,0
"contig_25072",0,0
"contig_25073",0,0
"contig_25074",0,0
"contig_25075",0,0
"contig_25076",0,0
"contig_25077",34,0
"contig_25078",0,0
"contig_25079",0,0
"contig_2508",0,0
"contig_25080",0,0
"contig_25081",0,0
"contig_25082",0,0
"contig_25083",0,0
"contig_25084",0,0
"contig_25085",0,0
"contig_25086",28,28
"contig_25087",0,0
"contig_25088",0,0
"contig_25089",28,28
"contig_2509",0,0
"contig_25090",0,0
"contig_25091",0,0
"contig_25092",0,0
"contig_25093",0,0
"contig_25094",0,0
"contig_25095",0,0
"contig_25096",0,0
"contig_25097",0,0
"contig_25098",0,0
"contig_25099",0,0
"contig_251",3,3
"contig_2510",0,0
"contig_25100",0,0
"contig_25101",0,0
"contig_25102",28,28
"contig_25103",0,0
"contig_25104",24,23
"contig_25105",0,0
"contig_25106",0,0
"contig_25107",0,0
"contig_25108",0,0
"contig_25109",0,0
"contig_2511",0,0
"contig_25110",0,0
"contig_25111",0,0
"contig_25112",15,18
"contig_25113",0,0
"contig_25114",0,0
"contig_25115",21,21
"contig_25116",0,0
"contig_25117",0,0
"contig_25118",0,0
"contig_25119",0,0
"contig_2512",9,10
"contig_25120",0,0
"contig_25121",0,0
"contig_25122",34,0
"contig_25123",34,0
"contig_25124",0,0
"contig_25125",0,0
"contig_25126",0,0
"contig_25127",0,0
"contig_25128",0,0
"contig_25129",0,0
"contig_2513",0,0
"contig_25130",0,0
"contig_25131",28,28
"contig_25132",0,0
"contig_25133",0,0
"contig_25134",0,0
"contig_25135",0,0
"contig_25136",0,0
"contig_25137",27,27
"contig_25138",0,0
"contig_25139",0,0
"contig_2514",0,0
"contig_25140",0,0
"contig_25141",0,0
"contig_25142",0,0
"contig_25143",0,0
"contig_25144",0,0
"contig_25145",28,28
"contig_25146",28,28
"contig_25147",0,0
"contig_25148",0,0
"contig_25149",0,0
"contig_2515",0,0
"contig_25150",0,0
"contig_25151",0,0
"contig_25152",21,21
"contig_25153",0,0
"contig_25154",0,0
"contig_25155",0,0
"contig_25156",0,0
"contig_25157",0,0
"contig_25158",0,0
"contig_25159",0,0
"contig_2516",0,0
"contig_25160",0,0
"contig_25161",0,0
"contig_25162",21,21
"contig_25163",0,0
"contig_25164",0,0
"contig_25165",0,0
"contig_25166",0,0
"contig_25167",0,0
"contig_25168",0,0
"contig_25169",0,0
"contig_2517",2,2
"contig_25170",28,28
"contig_25171",0,0
"contig_25172",34,0
"contig_25173",0,0
"contig_25174",0,0
"contig_25175",0,0
"contig_25176",0,0
"contig_25177",0,0
"contig_25178",0,0
"contig_25179",28,28
"contig_2518",0,0
"contig_25180",0,0
"contig_25181",0,0
"contig_25182",34,0
"contig_25183",34,0
"contig_25184",0,0
"contig_25185",0,0
"contig_25186",28,28
"contig_25187",0,0
"contig_25188",0,0
"contig_25189",34,0
"contig_2519",33,33
"contig_25190",28,28
"contig_25191",28,28
"contig_25192",0,0
"contig_25193",0,0
"contig_25194",0,0
"contig_25195",0,0
"contig_25196",21,21
"contig_25197",27,27
"contig_25198",0,0
"contig_25199",0,0
"contig_252",0,0
"contig_2520",3,3
"contig_25200",0,0
"contig_25201",0,0
"contig_25202",0,0
"contig_25203",8,0
"contig_25204",0,0
"contig_25205",0,0
"contig_25206",0,0
"contig_25207",0,0
"contig_25208",0,0
"contig_25209",0,0
"contig_2521",0,0
"contig_25210",34,0
"contig_25211",0,0
"contig_25212",0,0
"contig_25213",0,0
"contig_25214",0,0
"contig_25215",0,0
"contig_25216",0,0
"contig_25217",0,0
"contig_25218",28,28
"contig_25219",0,0
"contig_2522",13,15
"contig_25220",0,0
"contig_25221",0,0
"contig_25222",0,0
"contig_25223",0,0
"contig_25224",0,0
"contig_25225",0,0
"contig_25226",0,0
"contig_25227",0,0
"contig_25228",0,0
"contig_25229",0,0
"contig_2523",3,3
"contig_25230",0,0
"contig_25231",0,0
"contig_25232",0,0
"contig_25233",0,0
"contig_25234",0,0
"contig_25235",0,0
"contig_25236",0,0
"contig_25237",0,0
"contig_25238",0,0
"contig_25239",0,0
"contig_2524",0,0
"contig_25240",30,31
"contig_25241",0,0
"contig_25242",0,0
"contig_25243",0,0
"contig_25244",28,28
"contig_25245",0,0
"contig_25246",0,0
"contig_25247",0,0
"contig_25248",0,0
"contig_25249",0,0
"contig_2525",0,0
"contig_25250",0,0
"contig_25251",0,0
"contig_25252",0,0
"contig_25253",0,0
"contig_25254",0,0
"contig_25255",0,0
"contig_25256",0,0
"contig_25257",0,0
"contig_25258",0,0
"contig_25259",0,0
"contig_2526",0,0
"contig_25260",0,0
"contig_25261",27,27
"contig_25262",0,0
"contig_25263",0,0
"contig_25264",0,0
"contig_25265",0,0
"contig_25266",0,0
"contig_25267",0,0
"contig_25268",21,21
"contig_25269",34,0
"contig_2527",0,0
"contig_25270",0,0
"contig_25271",28,28
"contig_25272",0,0
"contig_25273",0,0
"contig_25274",0,0
"contig_25275",0,0
"contig_25276",0,0
"contig_25277",0,0
"contig_25278",0,0
"contig_25279",0,0
"contig_2528",0,0
"contig_25280",0,0
"contig_25281",0,0
"contig_25282",0,0
"contig_25283",0,0
"contig_25284",0,0
"contig_25285",0,0
"contig_25286",0,0
"contig_25287",0,0
"contig_25288",0,0
"contig_25289",0,0
"contig_2529",0,0
"contig_25290",0,0
"contig_25291",0,0
"contig_25292",0,0
"contig_25293",0,0
"contig_25294",0,0
"contig_25295",0,0
"contig_25296",0,0
"contig_25297",0,0
"contig_25298",0,0
"contig_25299",0,0
"contig_253",7,8
"contig_2530",16,16
"contig_25300",0,0
"contig_25301",8,0
"contig_25302",0,0
"contig_25303",0,0
"contig_25304",0,0
"contig_25305",0,0
"contig_25306",0,0
"contig_25307",0,0
"contig_25308",0,0
"contig_25309",0,0
"contig_2531",2,2
"contig_25310",0,0
"contig_25311",0,0
"contig_25312",0,0
"contig_25313",0,0
"contig_25314",0,0
"contig_25315",0,0
"contig_25316",0,0
"contig_25317",0,0
"contig_25318",0,0
"contig_25319",0,0
"contig_2532",0,0
"contig_25320",0,0
"contig_25321",0,0
"contig_25322",24,23
"contig_25323",30,31
"contig_25324",0,0
"contig_25325",0,0
"contig_25326",0,0
"contig_25327",0,0
"contig_25328",0,0
"contig_25329",0,0
"contig_2533",20,20
"contig_25330",0,0
"contig_25331",0,0
"contig_25332",34,0
"contig_25333",0,0
"contig_25334",0,0
"contig_25335",0,0
"contig_25336",34,0
"contig_25337",0,0
"contig_25338",0,0
"contig_25339",0,0
"contig_2534",31,32
"contig_25340",0,0
"contig_25341",0,0
"contig_25342",0,0
"contig_25343",0,0
"contig_25344",0,0
"contig_25345",0,0
"contig_25346",0,0
"contig_25347",0,0
"contig_25348",9,10
"contig_25349",34,0
"contig_2535",0,0
"contig_25350",0,0
"contig_25351",0,0
"contig_25352",0,0
"contig_25353",0,0
"contig_25354",0,0
"contig_25355",0,0
"contig_25356",0,0
"contig_25357",0,0
"contig_25358",0,0
"contig_25359",0,0
"contig_2536",17,17
"contig_25360",0,0
"contig_25361",0,0
"contig_25362",0,0
"contig_25363",0,0
"contig_25364",0,0
"contig_25365",0,0
"contig_25366",0,0
"contig_25367",8,0
"contig_25368",28,28
"contig_25369",0,0
"contig_2537",0,0
"contig_25370",0,0
"contig_25371",0,0
"contig_25372",0,0
"contig_25373",0,0
"contig_25374",15,18
"contig_25375",0,0
"contig_25376",0,0
"contig_25377",0,0
"contig_25378",0,0
"contig_25379",27,27
"contig_2538",0,0
"contig_25380",0,0
"contig_25381",0,0
"contig_25382",0,0
"contig_25383",34,0
"contig_25384",0,0
"contig_25385",0,0
"contig_25386",0,0
"contig_25387",0,0
"contig_25388",0,0
"contig_25389",0,0
"contig_2539",3,3
"contig_25390",0,0
"contig_25391",0,0
"contig_25392",0,0
"contig_25393",0,0
"contig_25394",0,0
"contig_25395",21,21
"contig_25396",0,0
"contig_25397",0,0
"contig_25398",34,0
"contig_25399",0,0
"contig_254",7,8
"contig_2540",0,0
"contig_25400",0,0
"contig_25401",0,0
"contig_25402",0,0
"contig_25403",0,0
"contig_25404",0,0
"contig_25405",0,0
"contig_25406",0,0
"contig_25407",0,0
"contig_25408",0,0
"contig_25409",0,0
"contig_2541",0,2
"contig_25410",0,0
"contig_25411",0,0
"contig_25412",28,28
"contig_25413",0,0
"contig_25414",0,0
"contig_25415",0,0
"contig_25416",0,0
"contig_25417",0,0
"contig_25418",34,0
"contig_25419",0,0
"contig_2542",0,0
"contig_25420",0,0
"contig_25421",34,0
"contig_25422",0,0
"contig_25423",0,0
"contig_25424",0,0
"contig_25425",0,0
"contig_25426",0,0
"contig_25427",0,0
"contig_25428",0,0
"contig_25429",34,0
"contig_2543",0,0
"contig_25430",0,0
"contig_25431",0,0
"contig_25432",0,0
"contig_25433",0,0
"contig_25434",34,0
"contig_25435",0,0
"contig_25436",0,0
"contig_25437",0,0
"contig_25438",0,0
"contig_25439",0,0
"contig_2544",0,0
"contig_25440",0,0
"contig_25441",0,0
"contig_25442",0,0
"contig_25443",0,0
"contig_25444",27,27
"contig_25445",0,0
"contig_25446",0,0
"contig_25447",0,0
"contig_25448",0,0
"contig_25449",0,0
"contig_2545",0,0
"contig_25450",0,0
"contig_25451",27,27
"contig_25452",0,0
"contig_25453",0,0
"contig_25454",0,0
"contig_25455",0,0
"contig_25456",0,0
"contig_25457",0,0
"contig_25458",0,0
"contig_25459",0,0
"contig_2546",0,0
"contig_25460",0,0
"contig_25461",0,0
"contig_25462",0,0
"contig_25463",0,0
"contig_25464",34,0
"contig_25465",0,0
"contig_25466",0,0
"contig_25467",0,0
"contig_25468",0,0
"contig_25469",0,0
"contig_2547",2,2
"contig_25470",0,0
"contig_25471",0,0
"contig_25472",0,0
"contig_25473",0,0
"contig_25474",0,0
"contig_25475",0,0
"contig_25476",0,0
"contig_25477",0,0
"contig_25478",0,0
"contig_25479",0,0
"contig_2548",0,3
"contig_25480",0,0
"contig_25481",0,0
"contig_25482",0,0
"contig_25483",0,0
"contig_25484",0,0
"contig_25485",0,0
"contig_25486",0,0
"contig_25487",0,0
"contig_25488",0,0
"contig_25489",0,0
"contig_2549",33,33
"contig_25490",0,0
"contig_25491",0,0
"contig_25492",27,27
"contig_25493",0,0
"contig_25494",0,0
"contig_25495",0,0
"contig_25496",0,0
"contig_25497",0,0
"contig_25498",0,0
"contig_25499",0,0
"contig_255",7,8
"contig_2550",0,0
"contig_25500",0,0
"contig_25501",28,28
"contig_25502",0,0
"contig_25503",0,0
"contig_25504",0,0
"contig_25505",0,0
"contig_25506",0,0
"contig_25507",0,0
"contig_25508",0,0
"contig_25509",0,0
"contig_2551",7,8
"contig_25510",0,0
"contig_25511",30,31
"contig_25512",0,0
"contig_25513",0,0
"contig_25514",27,27
"contig_25515",0,0
"contig_25516",28,28
"contig_25517",0,0
"contig_25518",0,0
"contig_25519",0,0
"contig_2552",3,3
"contig_25520",34,0
"contig_25521",0,0
"contig_25522",0,0
"contig_25523",0,0
"contig_25524",28,28
"contig_25525",0,0
"contig_25526",0,0
"contig_25527",0,0
"contig_25528",28,28
"contig_25529",0,0
"contig_2553",2,2
"contig_25530",0,0
"contig_25531",0,0
"contig_25532",0,0
"contig_25533",0,0
"contig_25534",0,0
"contig_25535",0,0
"contig_25536",0,0
"contig_25537",8,0
"contig_25538",0,0
"contig_25539",0,0
"contig_2554",16,16
"contig_25540",0,0
"contig_25541",28,28
"contig_25542",0,0
"contig_25543",0,0
"contig_25544",0,0
"contig_25545",34,0
"contig_25546",0,0
"contig_25547",0,0
"contig_25548",0,0
"contig_25549",0,0
"contig_2555",0,0
"contig_25550",0,0
"contig_25551",28,28
"contig_25552",28,28
"contig_25553",0,0
"contig_25554",28,28
"contig_25555",0,0
"contig_25556",0,0
"contig_25557",0,0
"contig_25558",0,0
"contig_25559",0,0
"contig_2556",0,0
"contig_25560",0,0
"contig_25561",0,0
"contig_25562",28,28
"contig_25563",0,0
"contig_25564",0,0
"contig_25565",0,0
"contig_25566",0,0
"contig_25567",0,0
"contig_25568",0,0
"contig_25569",0,0
"contig_2557",0,0
"contig_25570",0,0
"contig_25571",0,0
"contig_25572",0,0
"contig_25573",0,0
"contig_25574",0,0
"contig_25575",8,0
"contig_25576",0,0
"contig_25577",0,0
"contig_25578",0,0
"contig_25579",0,0
"contig_2558",0,0
"contig_25580",0,0
"contig_25581",0,0
"contig_25582",28,28
"contig_25583",0,0
"contig_25584",0,0
"contig_25585",28,28
"contig_25586",0,0
"contig_25587",0,0
"contig_25588",0,0
"contig_25589",0,0
"contig_2559",0,0
"contig_25590",0,0
"contig_25591",0,0
"contig_25592",0,0
"contig_25593",15,14
"contig_25594",0,0
"contig_25595",0,0
"contig_25596",0,0
"contig_25597",0,0
"contig_25598",0,0
"contig_25599",0,0
"contig_256",19,19
"contig_2560",9,10
"contig_25600",0,0
"contig_25601",28,28
"contig_25602",0,0
"contig_25603",0,0
"contig_25604",0,0
"contig_25605",0,0
"contig_25606",0,0
"contig_25607",0,0
"contig_25608",0,0
"contig_25609",0,0
"contig_2561",9,10
"contig_25610",0,0
"contig_25611",0,0
"contig_25612",8,0
"contig_25613",0,0
"contig_25614",0,0
"contig_25615",0,0
"contig_25616",28,28
"contig_25617",0,0
"contig_25618",0,0
"contig_25619",0,0
"contig_2562",3,3
"contig_25620",0,0
"contig_25621",0,0
"contig_25622",0,0
"contig_25623",0,0
"contig_25624",0,0
"contig_25625",0,0
"contig_25626",0,0
"contig_25627",0,0
"contig_25628",0,0
"contig_25629",0,0
"contig_2563",0,0
"contig_25630",0,0
"contig_25631",0,0
"contig_25632",0,0
"contig_25633",0,0
"contig_25634",0,0
"contig_25635",0,0
"contig_25636",0,0
"contig_25637",0,0
"contig_25638",0,0
"contig_25639",0,0
"contig_2564",0,0
"contig_25640",0,0
"contig_25641",0,0
"contig_25642",0,0
"contig_25643",0,0
"contig_25644",0,0
"contig_25645",0,0
"contig_25646",0,0
"contig_25647",0,0
"contig_25648",0,0
"contig_25649",0,0
"contig_2565",13,15
"contig_25650",0,0
"contig_25651",0,0
"contig_25652",0,0
"contig_25653",0,0
"contig_25654",0,0
"contig_25655",28,28
"contig_25656",0,0
"contig_25657",28,28
"contig_25658",34,0
"contig_25659",0,0
"contig_2566",0,0
"contig_25660",0,0
"contig_25661",0,0
"contig_25662",0,0
"contig_25663",0,0
"contig_25664",0,0
"contig_25665",0,0
"contig_25666",0,0
"contig_25667",0,0
"contig_25668",34,0
"contig_25669",24,23
"contig_2567",0,0
"contig_25670",0,0
"contig_25671",0,0
"contig_25672",0,0
"contig_25673",0,0
"contig_25674",0,0
"contig_25675",0,0
"contig_25676",0,0
"contig_25677",0,0
"contig_25678",0,0
"contig_25679",0,0
"contig_2568",0,0
"contig_25680",0,0
"contig_25681",0,0
"contig_25682",0,0
"contig_25683",0,0
"contig_25684",0,0
"contig_25685",0,0
"contig_25686",0,0
"contig_25687",0,0
"contig_25688",0,0
"contig_25689",0,0
"contig_2569",0,0
"contig_25690",0,0
"contig_25691",8,0
"contig_25692",27,27
"contig_25693",0,0
"contig_25694",0,0
"contig_25695",0,0
"contig_25696",0,0
"contig_25697",0,0
"contig_25698",0,0
"contig_25699",0,0
"contig_257",0,0
"contig_2570",16,16
"contig_25700",0,0
"contig_25701",0,0
"contig_25702",0,0
"contig_25703",28,28
"contig_25704",0,0
"contig_25705",34,0
"contig_25706",0,0
"contig_25707",0,0
"contig_25708",0,0
"contig_25709",0,0
"contig_2571",0,0
"contig_25710",28,28
"contig_25711",0,0
"contig_25712",0,0
"contig_25713",0,0
"contig_25714",0,0
"contig_25715",0,0
"contig_25716",0,0
"contig_25717",0,0
"contig_25718",0,0
"contig_25719",0,22
"contig_2572",12,13
"contig_25720",0,0
"contig_25721",0,0
"contig_25722",0,0
"contig_25723",0,0
"contig_25724",0,0
"contig_25725",0,0
"contig_25726",0,0
"contig_25727",0,0
"contig_25728",0,0
"contig_25729",0,0
"contig_2573",0,0
"contig_25730",0,0
"contig_25731",0,0
"contig_25732",0,0
"contig_25733",0,0
"contig_25734",0,0
"contig_25735",0,0
"contig_25736",0,0
"contig_25737",0,0
"contig_25738",0,0
"contig_25739",0,0
"contig_2574",9,10
"contig_25740",0,0
"contig_25741",0,0
"contig_25742",0,0
"contig_25743",0,0
"contig_25744",0,0
"contig_25745",0,0
"contig_25746",0,0
"contig_25747",0,0
"contig_25748",0,0
"contig_25749",0,0
"contig_2575",0,0
"contig_25750",0,0
"contig_25751",0,0
"contig_25752",0,0
"contig_25753",0,0
"contig_25754",0,0
"contig_25755",0,0
"contig_25756",0,0
"contig_25757",0,0
"contig_25758",0,0
"contig_25759",30,31
"contig_2576",0,0
"contig_25760",0,0
"contig_25761",0,0
"contig_25762",0,0
"contig_25763",0,0
"contig_25764",0,0
"contig_25765",0,0
"contig_25766",0,0
"contig_25767",28,28
"contig_25768",0,0
"contig_25769",0,0
"contig_2577",0,30
"contig_25770",0,0
"contig_25771",0,0
"contig_25772",0,0
"contig_25773",0,0
"contig_25774",15,18
"contig_25775",0,0
"contig_25776",0,0
"contig_25777",0,0
"contig_25778",0,0
"contig_25779",0,0
"contig_2578",27,27
"contig_25780",0,0
"contig_25781",34,0
"contig_25782",28,28
"contig_25783",0,0
"contig_25784",0,0
"contig_25785",0,0
"contig_25786",0,0
"contig_25787",0,0
"contig_25788",0,0
"contig_25789",0,0
"contig_2579",19,19
"contig_25790",21,21
"contig_25791",0,0
"contig_25792",0,0
"contig_25793",0,0
"contig_25794",0,0
"contig_25795",0,0
"contig_25796",28,28
"contig_25797",0,0
"contig_25798",0,0
"contig_25799",0,0
"contig_258",0,0
"contig_2580",9,10
"contig_25800",0,0
"contig_25801",0,0
"contig_25802",19,19
"contig_25803",0,0
"contig_25804",0,0
"contig_25805",0,0
"contig_25806",0,0
"contig_25807",30,31
"contig_25808",0,0
"contig_25809",0,0
"contig_2581",0,0
"contig_25810",0,0
"contig_25811",0,0
"contig_25812",0,0
"contig_25813",0,0
"contig_25814",0,0
"contig_25815",0,0
"contig_25816",0,0
"contig_25817",0,0
"contig_25818",0,0
"contig_25819",0,0
"contig_2582",0,0
"contig_25820",0,0
"contig_25821",0,0
"contig_25822",0,0
"contig_25823",0,0
"contig_25824",27,27
"contig_25825",0,0
"contig_25826",0,0
"contig_25827",27,27
"contig_25828",0,0
"contig_25829",0,0
"contig_2583",0,0
"contig_25830",0,0
"contig_25831",0,0
"contig_25832",28,28
"contig_25833",0,0
"contig_25834",0,0
"contig_25835",0,0
"contig_25836",0,0
"contig_25837",0,0
"contig_25838",0,0
"contig_25839",34,0
"contig_2584",0,0
"contig_25840",0,0
"contig_25841",0,0
"contig_25842",0,0
"contig_25843",0,0
"contig_25844",0,0
"contig_25845",0,0
"contig_25846",0,0
"contig_25847",0,0
"contig_25848",0,0
"contig_25849",0,0
"contig_2585",0,0
"contig_25850",0,0
"contig_25851",0,0
"contig_25852",0,0
"contig_25853",0,0
"contig_25854",0,0
"contig_25855",0,0
"contig_25856",0,0
"contig_25857",0,0
"contig_25858",28,28
"contig_25859",0,0
"contig_2586",0,0
"contig_25860",0,0
"contig_25861",0,0
"contig_25862",0,0
"contig_25863",0,0
"contig_25864",0,0
"contig_25865",0,0
"contig_25866",0,0
"contig_25867",0,0
"contig_25868",0,0
"contig_25869",0,0
"contig_2587",0,0
"contig_25870",0,0
"contig_25871",0,0
"contig_25872",0,0
"contig_25873",0,0
"contig_25874",0,0
"contig_25875",0,0
"contig_25876",0,0
"contig_25877",0,0
"contig_25878",34,0
"contig_25879",0,0
"contig_2588",9,10
"contig_25880",0,0
"contig_25881",0,0
"contig_25882",0,0
"contig_25883",0,0
"contig_25884",0,0
"contig_25885",0,0
"contig_25886",8,0
"contig_25887",0,0
"contig_25888",0,0
"contig_25889",0,0
"contig_2589",3,3
"contig_25890",0,0
"contig_25891",0,0
"contig_25892",0,0
"contig_25893",0,0
"contig_25894",0,0
"contig_25895",0,0
"contig_25896",0,0
"contig_25897",0,0
"contig_25898",0,0
"contig_25899",0,0
"contig_259",7,8
"contig_2590",0,0
"contig_25900",0,0
"contig_25901",0,0
"contig_25902",0,0
"contig_25903",0,0
"contig_25904",0,0
"contig_25905",0,0
"contig_25906",0,0
"contig_25907",0,0
"contig_25908",0,0
"contig_25909",0,0
"contig_2591",0,0
"contig_25910",0,0
"contig_25911",0,0
"contig_25912",0,0
"contig_25913",0,0
"contig_25914",0,0
"contig_25915",28,28
"contig_25916",0,0
"contig_25917",0,0
"contig_25918",0,0
"contig_25919",8,0
"contig_2592",0,0
"contig_25920",0,0
"contig_25921",0,0
"contig_25922",0,0
"contig_25923",8,0
"contig_25924",0,0
"contig_25925",28,28
"contig_25926",0,0
"contig_25927",0,0
"contig_25928",0,0
"contig_25929",0,0
"contig_2593",9,10
"contig_25930",0,0
"contig_25931",0,0
"contig_25932",0,0
"contig_25933",0,0
"contig_25934",0,0
"contig_25935",0,0
"contig_25936",0,0
"contig_25937",0,0
"contig_25938",0,0
"contig_25939",0,0
"contig_2594",0,0
"contig_25940",0,0
"contig_25941",0,0
"contig_25942",28,28
"contig_25943",0,0
"contig_25944",0,0
"contig_25945",0,0
"contig_25946",0,0
"contig_25947",0,0
"contig_25948",0,0
"contig_25949",0,0
"contig_2595",0,0
"contig_25950",0,0
"contig_25951",0,0
"contig_25952",0,0
"contig_25953",0,0
"contig_25954",28,28
"contig_25955",0,0
"contig_25956",0,0
"contig_25957",0,0
"contig_25958",0,0
"contig_25959",0,0
"contig_2596",13,15
"contig_25960",0,0
"contig_25961",0,0
"contig_25962",0,0
"contig_25963",0,0
"contig_25964",0,0
"contig_25965",0,0
"contig_25966",0,0
"contig_25967",0,0
"contig_25968",0,0
"contig_25969",0,0
"contig_2597",0,0
"contig_25970",0,0
"contig_25971",0,0
"contig_25972",0,0
"contig_25973",0,0
"contig_25974",0,0
"contig_25975",0,0
"contig_25976",0,0
"contig_25977",0,0
"contig_25978",0,0
"contig_25979",0,0
"contig_2598",7,8
"contig_25980",0,0
"contig_25981",0,0
"contig_25982",0,0
"contig_25983",0,0
"contig_25984",0,0
"contig_25985",27,27
"contig_25986",0,0
"contig_25987",0,0
"contig_25988",0,0
"contig_25989",0,0
"contig_2599",0,0
"contig_25990",28,28
"contig_25991",0,0
"contig_25992",0,0
"contig_25993",0,0
"contig_25994",0,0
"contig_25995",0,0
"contig_25996",0,0
"contig_25997",0,0
"contig_25998",0,0
"contig_25999",0,0
"contig_26",17,17
"contig_260",10,9
"contig_2600",0,0
"contig_26000",0,0
"contig_26001",0,0
"contig_26002",0,0
"contig_26003",0,0
"contig_26004",0,0
"contig_26005",0,0
"contig_26006",0,0
"contig_26007",0,0
"contig_26008",0,0
"contig_26009",0,0
"contig_2601",12,13
"contig_26010",0,0
"contig_26011",24,23
"contig_26012",0,0
"contig_26013",0,0
"contig_26014",0,0
"contig_26015",0,0
"contig_26016",0,0
"contig_26017",0,0
"contig_26018",0,0
"contig_26019",0,0
"contig_2602",17,17
"contig_26020",0,0
"contig_26021",0,0
"contig_26022",0,0
"contig_26023",0,0
"contig_26024",0,0
"contig_26025",28,28
"contig_26026",0,0
"contig_26027",28,28
"contig_26028",0,0
"contig_26029",0,0
"contig_2603",24,23
"contig_26030",0,0
"contig_26031",0,0
"contig_26032",0,0
"contig_26033",0,0
"contig_26034",0,0
"contig_26035",0,0
"contig_26036",0,0
"contig_26037",0,0
"contig_26038",0,0
"contig_26039",0,0
"contig_2604",0,0
"contig_26040",0,0
"contig_26041",0,0
"contig_26042",0,0
"contig_26043",0,0
"contig_26044",0,0
"contig_26045",0,0
"contig_26046",0,0
"contig_26047",0,0
"contig_26048",0,0
"contig_26049",0,0
"contig_2605",0,0
"contig_26050",8,0
"contig_26051",0,0
"contig_26052",0,0
"contig_26053",0,0
"contig_26054",0,0
"contig_26055",0,0
"contig_26056",0,0
"contig_26057",28,28
"contig_26058",0,0
"contig_26059",0,0
"contig_2606",5,5
"contig_26060",0,0
"contig_26061",0,0
"contig_26062",0,0
"contig_26063",0,0
"contig_26064",0,0
"contig_26065",0,0
"contig_26066",0,0
"contig_26067",0,0
"contig_26068",0,0
"contig_26069",0,0
"contig_2607",13,15
"contig_26070",0,0
"contig_26071",0,0
"contig_26072",0,0
"contig_26073",0,0
"contig_26074",0,0
"contig_26075",0,0
"contig_26076",0,0
"contig_26077",0,0
"contig_26078",0,0
"contig_26079",0,0
"contig_2608",0,0
"contig_26080",0,0
"contig_26081",0,0
"contig_26082",0,0
"contig_26083",0,0
"contig_26084",0,0
"contig_26085",0,0
"contig_26086",0,0
"contig_26087",0,0
"contig_26088",0,0
"contig_26089",0,0
"contig_2609",0,0
"contig_26090",0,0
"contig_26091",0,0
"contig_26092",0,0
"contig_26093",0,0
"contig_26094",0,0
"contig_26095",0,0
"contig_26096",0,0
"contig_26097",0,0
"contig_26098",0,0
"contig_26099",0,0
"contig_261",7,8
"contig_2610",0,0
"contig_26100",0,0
"contig_26101",0,0
"contig_26102",0,0
"contig_26103",0,0
"contig_26104",0,0
"contig_26105",0,0
"contig_26106",0,0
"contig_26107",0,0
"contig_26108",0,0
"contig_26109",0,0
"contig_2611",20,20
"contig_26110",0,0
"contig_26111",27,27
"contig_26112",30,31
"contig_26113",28,28
"contig_26114",0,0
"contig_26115",0,0
"contig_26116",0,0
"contig_26117",0,0
"contig_26118",0,0
"contig_26119",13,15
"contig_2612",0,0
"contig_26120",0,0
"contig_26121",0,0
"contig_26122",0,0
"contig_26123",0,0
"contig_26124",0,0
"contig_26125",0,0
"contig_26126",0,0
"contig_26127",0,0
"contig_26128",0,0
"contig_26129",0,0
"contig_2613",0,0
"contig_26130",0,0
"contig_26131",0,0
"contig_26132",0,0
"contig_26133",0,0
"contig_26134",30,31
"contig_26135",0,0
"contig_26136",0,0
"contig_26137",0,0
"contig_26138",0,0
"contig_26139",0,0
"contig_2614",0,0
"contig_26140",0,0
"contig_26141",0,0
"contig_26142",0,0
"contig_26143",0,0
"contig_26144",0,0
"contig_26145",0,0
"contig_26146",0,0
"contig_26147",0,0
"contig_26148",0,0
"contig_26149",0,0
"contig_2615",0,0
"contig_26150",0,0
"contig_26151",0,0
"contig_26152",0,0
"contig_26153",0,0
"contig_26154",0,0
"contig_26155",0,0
"contig_26156",30,31
"contig_26157",0,0
"contig_26158",0,0
"contig_26159",0,0
"contig_2616",10,9
"contig_26160",0,0
"contig_26161",0,0
"contig_26162",0,0
"contig_26163",0,0
"contig_26164",0,0
"contig_26165",0,0
"contig_26166",0,0
"contig_26167",0,0
"contig_26168",0,0
"contig_26169",0,0
"contig_2617",0,2
"contig_26170",0,0
"contig_26171",0,0
"contig_26172",0,0
"contig_26173",0,0
"contig_26174",0,0
"contig_26175",0,0
"contig_26176",0,0
"contig_26177",0,0
"contig_26178",0,0
"contig_26179",0,0
"contig_2618",0,0
"contig_26180",0,0
